[0.86202277088628498, 0.80516855235614471]
[3.0145254074916905, 1.7111621193888849]
[0.93702119130098072, 1.0360890569847481]
[3.8283509474705681, 0.698976243875016]
[1.0548926933822675, -0.46243745149599996]
[3.4192805650434748, 3.6978910246141314]
[0.76674940153788274, -1.0162630125908163]
[-0.37534212779934117, 2.6953255728203929]
[1.027599235893931, 1.2818938465066203]
[2.6653086995220483, -1.1576265458431862]
[0.68173759576839033, 0.34124907666591392]
[2.9154928386083356, 0.52332796830850969]
[1.3039060672828455, -0.30051777151737363]
[3.0096819145338145, 2.5986558785090748]
[-0.27890248435726639, 0.24636696301993141]
[2.5523244343187041, 1.4706102962352983]
[0.5481380404532693, 0.8939310023565803]
[3.5587440161149138, 3.4320184804658131]
[0.66513925410006491, 0.36303953766884717]
[1.3026232820327359, 2.3537974456192736]
[-0.97343612343946229, -1.1551634585486246]
[2.5222963558736873, 1.2914439951106238]
[-0.33051095878541653, -0.1451474325737549]
[1.6382159505151581, 1.3923563141446678]
[1.8989009780860788, 0.78614780024834918]
[2.0618768318401743, 1.6719684919750362]
[-0.65958864212661128, 0.51819668593896417]
[3.1256409901734221, 1.5116961057423639]
[0.21017322395872323, 1.2053787270174743]
[1.5025152821499597, 2.0124334893437101]
[0.6685062556527227, 1.513414523336178]
[2.5731801287320168, 2.5125834040137631]
[-0.10454669656340042, -0.38270281386915467]
[2.6810514270533936, 2.108144161648176]
[0.86093352472466922, 0.14028775114147271]
[1.8578147812251107, 2.406188559561516]
[0.72620702029982087, -1.0827358749671563]
[1.5254288879708144, 3.3881115980383392]
[-0.51995398292057937, -0.022324166218399465]
[2.1857937180874774, 2.135194291017541]
[0.92006359721919628, -1.0871482246128257]
[4.1361420088188989, 1.5831639887279305]
[-0.22745491147214197, 0.20884445819029521]
[2.0010304581518938, 1.7216214354734261]
[-0.042035030919345108, -0.55450999388665945]
[2.9876350046719065, 0.86065186848389419]
[-0.79750222150757433, 1.2444096368494606]
[0.87793725859246918, 1.9821206974369368]
[-1.5155404188646071, 0.092735083823404466]
[3.1250880600928359, 0.81313862833247152]
[-2.4191833479110456, 0.7379748620236084]
[1.821142597431427, 1.9889307461167964]
[0.22164664748512689, 0.23913340003699302]
[2.3860667418580839, 0.72142544683700116]
[-2.4901453179623565, -0.073083122244613913]
[1.8753512331388262, 3.2585977648196174]
[-0.13548409580979043, -1.6114126896501781]
[1.6208989514223529, 2.6693017676722324]
[0.93128279245566137, -1.5579711850241604]
[2.0436530414066718, 4.025878292782993]
[-0.18037271602293131, 1.6872291081344972]
[3.1412482563674811, 1.4267904777345251]
[0.68311974521158902, -0.090469763134347847]
[2.4464437132451513, 2.7671671932260749]
[-0.99986787055733317, -0.4899216290800647]
[-0.57266229665233981, 1.4801530694428451]
[-0.3045566029563147, 0.20095703048424726]
[2.1161817807777159, 1.64827330499025]
[0.2152074797933046, -0.841467788361974]
[2.7732306664380295, 1.6753840937544691]
[-2.2923218705199329, -0.73523447423076793]
[2.5927599571135946, 3.4423830569430001]
[0.69169002630935361, 1.3057383474663917]
[2.3556285117318052, 1.1806331451232215]
[-0.79809692776291041, 0.16059367268234928]
[1.3896433121186131, 0.92266252895625467]
[-0.35224166670926843, 0.19207990174567141]
[1.7513771174775479, 1.0285614129277325]
[-0.6678417702633731, -0.79247934249227303]
[1.0839728041718881, 1.5730270875479362]
[1.0334429049440441, 1.4735007362285748]
[2.0436924432989856, 0.74098729478039571]
[0.25126168538717358, 0.51541857513310552]
[-0.63441712134862627, 1.2899898742011739]
[-0.044413958450172812, 0.54991583634860897]
[3.5923549230783447, 1.755868701597318]
[1.3844359111325277, -2.0189079633015519]
[1.7000428799845722, 1.5136201034850758]
[-0.21999283376063225, 0.090445688631401178]
[1.1094077042120931, 0.80864424567397553]
[2.0571366158216295, -0.56959364452655015]
[2.1313762181477949, 1.849630714427285]
[0.045415960558791914, -0.31744200266278005]
[2.580967792163535, 0.25888537453501481]
[-0.55405841774777131, 0.12700553906783155]
[1.5418545021085697, 2.7254591476035341]
[-0.66845786039450172, -1.1728541319200523]
[1.4576939570911014, 2.4818351875861659]
[0.45787366152800701, 0.46701783521486318]
[3.0118742447197913, 1.6041112749457451]
[0.43209414468783514, 0.37234878296164275]
[2.2825645132593948, 2.3652676289915648]
[-2.101310481923071, 0.754282250858057]
[1.3945490039255808, 0.90434441032105628]
[0.32114195314667149, -0.25191618143335553]
[1.7449627207246006, 2.4340622032757411]
[1.4575113986194501, 0.062433051088435373]
[2.4280944797548951, 1.8807902995628893]
[-1.5609776323027404, -1.2942777687401543]
[2.7246013963475919, 2.0409901419012697]
[0.60953099878898465, 0.46813264375587671]
[0.53871381942686147, 2.6603579166302156]
[-0.51323522014375611, 0.49683069474199404]
[2.3782581237463067, 0.85857093154339204]
[-0.44907433909810501, 1.045636091001978]
[2.8412887219112997, 1.0305608312920587]
[-0.27950695605204462, 1.0531501892765298]
[3.8130055576112367, 1.372439054735874]
[1.1310820358414497, -1.34093916752113]
[1.0996249371041911, 2.6084669171666386]
[-1.591794146361406, 1.9530373773404479]
[2.3700616049506698, 1.1535800933372142]
[-0.066485349895622312, -0.75128955655990981]
[2.6521524636669973, 2.1715002419583831]
[-0.018889736614171079, -0.58713472051231563]
[4.6481379281639015, 0.58996493851048037]
[0.37188335055268706, -0.44415063907449337]
[3.4466852435249238, 2.1910714861975058]
[0.046728249601452831, 0.13845580412306177]
[2.4231715489919559, 3.7352988830066423]
[-1.2632909886384549, 1.031770659906778]
[0.84007075253872432, 1.3574223135182168]
[-1.263702903458138, 0.43439675625356106]
[1.9697874036247809, 1.5613065374545985]
[-0.84331665327613281, -1.0882547008452481]
[0.25753102158419794, 2.6409226396075245]
[-1.1324584678218745, -0.1471674586022145]
[2.0751546705445008, 2.2860848036702439]
